date,bitcoin,isPartial
2017-01-01,7,False
2017-01-08,5,False
2017-01-15,4,False
2017-01-22,4,False
2017-01-29,4,False
2017-02-05,5,False
2017-02-12,4,False
2017-02-19,5,False
2017-02-26,6,False
2017-03-05,7,False
2017-03-12,6,False
2017-03-19,6,False
2017-03-26,5,False
2017-04-02,5,False
2017-04-09,5,False
2017-04-16,5,False
2017-04-23,5,False
2017-04-30,7,False
2017-05-07,10,False
2017-05-14,11,False
2017-05-21,19,False
2017-05-28,12,False
2017-06-04,12,False
2017-06-11,13,False
2017-06-18,11,False
2017-06-25,11,False
2017-07-02,9,False
2017-07-09,10,False
2017-07-16,12,False
2017-07-23,11,False
2017-07-30,15,False
2017-08-06,14,False
2017-08-13,21,False
2017-08-20,16,False
2017-08-27,17,False
2017-09-03,18,False
2017-09-10,21,False
2017-09-17,16,False
2017-09-24,13,False
2017-10-01,13,False
2017-10-08,19,False
2017-10-15,20,False
2017-10-22,20,False
2017-10-29,28,False
2017-11-05,29,False
2017-11-12,31,False
2017-11-19,28,False
2017-11-26,66,False
2017-12-03,89,False
2017-12-10,85,False
2017-12-17,100,False
2017-12-24,63,False
2017-12-31,46,False
