date,bitcoin,isPartial
2018-01-01,44,False
2018-01-02,55,False
2018-01-03,54,False
2018-01-04,51,False
2018-01-05,51,False
2018-01-06,46,False
2018-01-07,45,False
2018-01-08,52,False
2018-01-09,48,False
2018-01-10,50,False
2018-01-11,55,False
2018-01-12,47,False
2018-01-13,40,False
2018-01-14,39,False
2018-01-15,36,False
2018-01-16,76,False
2018-01-17,100,False
2018-01-18,72,False
2018-01-19,51,False
2018-01-20,41,False
2018-01-21,40,False
2018-01-22,46,False
2018-01-23,45,False
2018-01-24,40,False
2018-01-25,39,False
2018-01-26,39,False
2018-01-27,32,False
2018-01-28,31,False
2018-01-29,33,False
2018-01-30,36,False
2018-01-31,38,False
2018-02-01,49,False
2018-02-02,67,False
2018-02-03,43,False
2018-02-04,37,False
2018-02-05,63,False
2018-02-06,83,False
2018-02-07,52,False
2018-02-08,42,False
2018-02-09,38,False
2018-02-10,31,False
2018-02-11,28,False
2018-02-12,31,False
2018-02-13,30,False
2018-02-14,28,False
2018-02-15,32,False
2018-02-16,29,False
2018-02-17,26,False
2018-02-18,27,False
2018-02-19,26,False
2018-02-20,28,False
2018-02-21,29,False
2018-02-22,26,False
2018-02-23,24,False
2018-02-24,20,False
2018-02-25,20,False
2018-02-26,21,False
2018-02-27,22,False
2018-02-28,21,False
2018-03-01,20,False
2018-03-02,19,False
2018-03-03,19,False
2018-03-04,17,False
2018-03-05,19,False
2018-03-06,20,False
2018-03-07,22,False
2018-03-08,21,False
2018-03-09,24,False
2018-03-10,17,False
2018-03-11,18,False
2018-03-12,19,False
2018-03-13,19,False
2018-03-14,22,False
2018-03-15,25,False
2018-03-16,20,False
2018-03-17,19,False
2018-03-18,22,False
2018-03-19,21,False
2018-03-20,19,False
2018-03-21,19,False
2018-03-22,19,False
2018-03-23,17,False
2018-03-24,14,False
2018-03-25,15,False
2018-03-26,21,False
2018-03-27,18,False
2018-03-28,17,False
2018-03-29,20,False
2018-03-30,23,False
2018-03-31,18,False
2018-04-01,19,False
2018-04-02,19,False
2018-04-03,18,False
2018-04-04,17,False
2018-04-05,18,False
2018-04-06,19,False
2018-04-07,15,False
2018-04-08,14,False
2018-04-09,18,False
2018-04-10,17,False
2018-04-11,15,False
2018-04-12,19,False
2018-04-13,19,False
2018-04-14,15,False
2018-04-15,14,False
2018-04-16,15,False
2018-04-17,15,False
2018-04-18,15,False
2018-04-19,16,False
2018-04-20,15,False
2018-04-21,14,False
2018-04-22,14,False
2018-04-23,15,False
2018-04-24,18,False
2018-04-25,17,False
2018-04-26,14,False
2018-04-27,14,False
2018-04-28,13,False
2018-04-29,12,False
2018-04-30,13,False
2018-05-01,13,False
2018-05-02,13,False
2018-05-03,14,False
2018-05-04,14,False
2018-05-05,14,False
2018-05-06,13,False
2018-05-07,14,False
2018-05-08,13,False
2018-05-09,13,False
2018-05-10,14,False
2018-05-11,16,False
2018-05-12,13,False
2018-05-13,11,False
2018-05-14,13,False
2018-05-15,12,False
2018-05-16,13,False
2018-05-17,12,False
2018-05-18,12,False
2018-05-19,10,False
2018-05-20,10,False
2018-05-21,11,False
2018-05-22,12,False
2018-05-23,15,False
2018-05-24,13,False
2018-05-25,12,False
2018-05-26,10,False
2018-05-27,10,False
2018-05-28,12,False
2018-05-29,13,False
2018-05-30,12,False
2018-05-31,11,False
2018-06-01,10,False
2018-06-02,10,False
2018-06-03,9,False
2018-06-04,10,False
2018-06-05,11,False
2018-06-06,10,False
2018-06-07,11,False
2018-06-08,10,False
2018-06-09,9,False
2018-06-10,13,False
2018-06-11,16,False
2018-06-12,13,False
2018-06-13,15,False
2018-06-14,13,False
2018-06-15,11,False
2018-06-16,10,False
2018-06-17,10,False
2018-06-18,12,False
2018-06-19,10,False
2018-06-20,11,False
2018-06-21,10,False
2018-06-22,13,False
2018-06-23,11,False
2018-06-24,12,False
2018-06-25,11,False
2018-06-26,10,False
2018-06-27,10,False
2018-06-28,10,False
2018-06-29,13,False
2018-06-30,11,False
2018-07-01,10,False
2018-07-02,11,False
2018-07-03,10,False
2018-07-04,10,False
2018-07-05,11,False
2018-07-06,9,False
2018-07-07,8,False
2018-07-08,9,False
2018-07-09,9,False
2018-07-10,10,False
2018-07-11,9,False
2018-07-12,10,False
2018-07-13,10,False
2018-07-14,9,False
2018-07-15,9,False
2018-07-16,10,False
