date,bitcoin,isPartial
2018-01-01,45,False
2018-01-02,55,False
2018-01-03,55,False
2018-01-04,54,False
2018-01-05,51,False
2018-01-06,46,False
2018-01-07,45,False
2018-01-08,50,False
2018-01-09,50,False
2018-01-10,50,False
2018-01-11,56,False
2018-01-12,46,False
2018-01-13,41,False
2018-01-14,39,False
2018-01-15,38,False
2018-01-16,76,False
2018-01-17,100,False
2018-01-18,71,False
2018-01-19,52,False
2018-01-20,42,False
2018-01-21,40,False
2018-01-22,47,False
2018-01-23,45,False
2018-01-24,40,False
2018-01-25,38,False
2018-01-26,39,False
2018-01-27,33,False
2018-01-28,32,False
2018-01-29,33,False
2018-01-30,36,False
2018-01-31,39,False
2018-02-01,50,False
2018-02-02,67,False
2018-02-03,43,False
2018-02-04,37,False
2018-02-05,64,False
2018-02-06,83,False
2018-02-07,52,False
2018-02-08,43,False
2018-02-09,38,False
2018-02-10,31,False
2018-02-11,29,False
2018-02-12,31,False
2018-02-13,28,False
2018-02-14,30,False
2018-02-15,32,False
2018-02-16,28,False
2018-02-17,27,False
2018-02-18,27,False
2018-02-19,26,False
2018-02-20,29,False
2018-02-21,29,False
2018-02-22,27,False
2018-02-23,23,False
2018-02-24,21,False
2018-02-25,20,False
2018-02-26,22,False
2018-02-27,23,False
2018-02-28,21,False
2018-03-01,20,False
2018-03-02,20,False
2018-03-03,19,False
2018-03-04,17,False
2018-03-05,19,False
2018-03-06,20,False
2018-03-07,23,False
2018-03-08,22,False
2018-03-09,24,False
2018-03-10,18,False
2018-03-11,18,False
2018-03-12,20,False
2018-03-13,19,False
2018-03-14,22,False
2018-03-15,25,False
2018-03-16,20,False
2018-03-17,19,False
2018-03-18,23,False
2018-03-19,21,False
2018-03-20,20,False
2018-03-21,20,False
2018-03-22,19,False
2018-03-23,18,False
2018-03-24,15,False
2018-03-25,15,False
2018-03-26,21,False
2018-03-27,19,False
2018-03-28,17,False
2018-03-29,21,False
2018-03-30,24,False
2018-03-31,18,False
2018-04-01,19,False
2018-04-02,20,False
2018-04-03,19,False
2018-04-04,17,False
2018-04-05,19,False
2018-04-06,19,False
2018-04-07,16,False
2018-04-08,14,False
2018-04-09,17,False
2018-04-10,16,False
2018-04-11,15,False
2018-04-12,19,False
2018-04-13,19,False
2018-04-14,15,False
2018-04-15,15,False
2018-04-16,16,False
2018-04-17,15,False
2018-04-18,15,False
2018-04-19,15,False
2018-04-20,16,False
2018-04-21,15,False
2018-04-22,14,False
2018-04-23,16,False
2018-04-24,19,False
2018-04-25,18,False
2018-04-26,15,False
2018-04-27,15,False
2018-04-28,13,False
2018-04-29,13,False
2018-04-30,13,False
2018-05-01,13,False
2018-05-02,13,False
2018-05-03,14,False
2018-05-04,14,False
2018-05-05,14,False
2018-05-06,13,False
2018-05-07,14,False
2018-05-08,14,False
2018-05-09,13,False
2018-05-10,13,False
2018-05-11,16,False
2018-05-12,12,False
2018-05-13,12,False
2018-05-14,13,False
2018-05-15,13,False
2018-05-16,13,False
2018-05-17,12,False
2018-05-18,12,False
2018-05-19,10,False
2018-05-20,10,False
2018-05-21,12,False
2018-05-22,12,False
2018-05-23,15,False
2018-05-24,14,False
2018-05-25,12,False
2018-05-26,10,False
2018-05-27,10,False
2018-05-28,12,False
2018-05-29,12,False
2018-05-30,12,False
2018-05-31,11,False
2018-06-01,11,False
2018-06-02,10,False
2018-06-03,10,False
2018-06-04,11,False
2018-06-05,11,False
2018-06-06,10,False
2018-06-07,10,False
2018-06-08,10,False
2018-06-09,9,False
2018-06-10,13,False
2018-06-11,16,False
2018-06-12,13,False
2018-06-13,16,False
2018-06-14,14,False
2018-06-15,11,False
2018-06-16,10,False
2018-06-17,10,False
2018-06-18,12,False
2018-06-19,11,False
2018-06-20,11,False
2018-06-21,10,False
2018-06-22,13,False
2018-06-23,11,False
2018-06-24,13,False
2018-06-25,11,False
2018-06-26,10,False
2018-06-27,10,False
2018-06-28,10,False
2018-06-29,13,False
2018-06-30,12,False
2018-07-01,10,False
2018-07-02,12,False
2018-07-03,11,False
2018-07-04,11,False
2018-07-05,11,False
2018-07-06,9,False
2018-07-07,9,False
2018-07-08,10,False
2018-07-09,10,False
